no,ponpes,text_combined,sentimen_lexicon,aspek_manual,text_refined,tokens,predicted_aspek,predicted_aspek_label,predicted_sentimen_lexicon
666,Ponpes Salafiyah Parappe,hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi,Hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,"['raya', 'cinta', 'korban', 'kuat', 'terimah', 'kasih', 'cinta', 'perhati', 'korban', 'batas', 'selamat', 'raya', 'cinta', 'korban', 'kuat', 'terimah', 'kasih', 'cinta', 'perhati', 'korban', 'batas', 'selamat']",4,Pembinaan Karakter,negatif
667,Ponpes Salafiyah Parappe,selamat hari ibu dunia hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi,Selamat hari ibu dunia hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,"['selamat', 'dunia', 'raya', 'cinta', 'korban', 'kuat', 'terimah', 'kasih', 'cinta', 'perhati', 'korban', 'batas', 'selamat']",4,Pembinaan Karakter,negatif
668,Ponpes Salafiyah Parappe,selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi,Selamat hari ibu hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,"['selamat', 'raya', 'cinta', 'korban', 'kuat', 'terimah', 'kasih', 'cinta', 'perhati', 'korban', 'batas', 'selamat']",4,Pembinaan Karakter,negatif
669,Ponpes Salafiyah Parappe,masya allah hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi,Masya allah hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,"['masya', 'allah', 'raya', 'cinta', 'korban', 'kuat', 'terimah', 'kasih', 'cinta', 'perhati', 'korban', 'batas', 'selamat']",4,Pembinaan Karakter,negatif
670,Ponpes Salafiyah Parappe,terima kasih laku cerah anak moga amal ibadah semua asuh pondok pesantren tetap lindung allah swt hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,Negatif,Prestasi,Terima kasih laku cerah anak moga amal ibadah semua asuh pondok pesantren tetap lindung allah swt hari kita raya cinta korban kuat ibu terimah kasih semua ibu telah beri cinta perhati korban batas selamat hari ibu,"['terima', 'kasih', 'laku', 'cerah', 'anak', 'moga', 'amal', 'ibadah', 'asuh', 'pondok', 'pesantren', 'lindung', 'allah', 'swt', 'raya', 'cinta', 'korban', 'kuat', 'terimah', 'kasih', 'cinta', 'perhati', 'korban', 'batas', 'selamat']",4,Pembinaan Karakter,positif
671,Ponpes Salafiyah Parappe, selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Selamat hari guru guru hebat indonesia kuat,"['selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
672,Ponpes Salafiyah Parappe,terimakasih ustzah cantik senantiasa damping anak mulai bangun tidur lelap dalam tuntut ilmu selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Terimakasih ustzah cantik senantiasa damping anak mulai bangun tidur lelap dalam tuntut ilmu selamat hari guru guru hebat indonesia kuat,"['terimakasih', 'ustzah', 'cantik', 'senantiasa', 'damping', 'anak', 'bangun', 'tidur', 'lelap', 'tuntut', 'ilmu', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",4,Pembinaan Karakter,positif
673,Ponpes Salafiyah Parappe,sehat sll ustzh selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Sehat sll ustzh selamat hari guru guru hebat indonesia kuat,"['sehat', 'sll', 'ustzh', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
674,Ponpes Salafiyah Parappe,selamat hari guru moga sehat selalu selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Selamat hari guru moga sehat selalu selamat hari guru guru hebat indonesia kuat,"['selamat', 'guru', 'moga', 'sehat', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
675,Ponpes Salafiyah Parappe,terimakasih ustadz senang tiasa mendampinggi anak dalam tuntut ilmu selamat hari guru sehat selalu selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Terimakasih ustadz senang tiasa mendampinggi anak dalam tuntut ilmu selamat hari guru sehat selalu selamat hari guru guru hebat indonesia kuat,"['terimakasih', 'ustadz', 'senang', 'tiasa', 'mendampinggi', 'anak', 'tuntut', 'ilmu', 'selamat', 'guru', 'sehat', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
676,Ponpes Salafiyah Parappe,selamat hari guru ustzd ustazda selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Selamat hari guru ustzd ustazda selamat hari guru guru hebat indonesia kuat,"['selamat', 'guru', 'ustzd', 'ustazda', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
677,Ponpes Salafiyah Parappe,selamat hari guru terima kasih bimbing anak kami sehat semangat berkah tiap abdi selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Selamat hari guru terima kasih bimbing anak kami sehat semangat berkah tiap abdi selamat hari guru guru hebat indonesia kuat,"['selamat', 'guru', 'terima', 'kasih', 'bimbing', 'anak', 'sehat', 'semangat', 'berkah', 'abdi', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
678,Ponpes Salafiyah Parappe,selamat hari guru nasional selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Selamat hari guru nasional selamat hari guru guru hebat indonesia kuat,"['selamat', 'guru', 'nasional', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
679,Ponpes Salafiyah Parappe, selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Selamat hari guru guru hebat indonesia kuat,"['selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
680,Ponpes Salafiyah Parappe,happy teacher day selamat hari guru guru hebat indonesia kuat,Positif,Sosial,Happy teacher day selamat hari guru guru hebat indonesia kuat,"['happy', 'teacher', 'day', 'selamat', 'guru', 'guru', 'hebat', 'indonesia', 'kuat']",0,Kualitas Guru,positif
681,Ponpes Salafiyah Parappe,alhamdulillah moga anak anak ku lulus tobaqah lanjut lebih tingkat yang blum lulus lebih giat lgi ajar moga uji tahap ikut lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Alhamdulillah moga anak anak ku lulus tobaqah lanjut lebih tingkat yang blum lulus lebih giat lgi ajar moga uji tahap ikut lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['alhamdulillah', 'moga', 'anak', 'anak', 'ku', 'lulus', 'tobaqah', 'tingkat', 'blum', 'lulus', 'giat', 'lgi', 'ajar', 'moga', 'uji', 'tahap', 'lulus', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
682,Ponpes Salafiyah Parappe,masya allah moga anak lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Masya allah moga anak lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['masya', 'allah', 'moga', 'anak', 'lulus', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
683,Ponpes Salafiyah Parappe,masya allah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Masya allah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['masya', 'allah', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
684,Ponpes Salafiyah Parappe,masya allah xd smoga putri q naik k kitab slnjut ny aamiiin xd xd trims tak t hingga ustadzah snntiasa m bimbing anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Masya allah xd smoga putri q naik k kitab slnjut ny aamiiin xd xd trims tak t hingga ustadzah snntiasa m bimbing anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['masya', 'allah', 'xd', 'smoga', 'putri', 'q', 'k', 'kitab', 'slnjut', 'ny', 'aamiiin', 'xd', 'xd', 'trims', 't', 'ustadzah', 'snntiasa', 'm', 'bimbing', 'anak', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",8,Sosial,positif
685,Ponpes Salafiyah Parappe,masyaallah xd moga lulus semua ana allah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Masyaallah xd moga lulus semua ana allah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['masyaallah', 'xd', 'moga', 'lulus', 'ana', 'allah', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
686,Ponpes Salafiyah Parappe,masya allah moga lulus kasi anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Masya allah moga lulus kasi anak galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['masya', 'allah', 'moga', 'lulus', 'kasi', 'anak', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
687,Ponpes Salafiyah Parappe,alhamdulillah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Alhamdulillah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['alhamdulillah', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
688,Ponpes Salafiyah Parappe,aamiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Aamiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['aamiin', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
689,Ponpes Salafiyah Parappe,amiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Amiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['amiin', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
690,Ponpes Salafiyah Parappe,moga anak lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Moga anak lulus galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['moga', 'anak', 'lulus', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
691,Ponpes Salafiyah Parappe,aamiin allahumma aamiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Aamiin allahumma aamiin galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['aamiin', 'allahumma', 'aamiin', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
692,Ponpes Salafiyah Parappe,senang lihat anak bahagia kelulus terimakasih semua bimbing anak di pondok xd maaf ustadzah mungkin di lampir catat kelulus yang lulus di grup wa wali santri terima kasih belum galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Negatif,Fasilitas,Senang lihat anak bahagia kelulus terimakasih semua bimbing anak di pondok xd maaf ustadzah mungkin di lampir catat kelulus yang lulus di grup wa wali santri terima kasih belum galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['senang', 'lihat', 'anak', 'bahagia', 'kelulus', 'terimakasih', 'bimbing', 'anak', 'pondok', 'xd', 'maaf', 'ustadzah', 'lampir', 'catat', 'kelulus', 'lulus', 'grup', 'wa', 'wali', 'santri', 'terima', 'kasih', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",6,Akademik,positif
693,Ponpes Salafiyah Parappe,alhamdulillah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Alhamdulillah galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['alhamdulillah', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",3,Kegiatan Pondok,positif
694,Ponpes Salafiyah Parappe,semuga pondok serta keluarga besar pondok selalu lindung allah selalu senantiasa dapat syafaat dr rosulullah nabi muhammad s a w galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,Positif,Fasilitas,Semuga pondok serta keluarga besar pondok selalu lindung allah selalu senantiasa dapat syafaat dr rosulullah nabi muhammad s a w galeri umum hasil uji thobaqoh tahap ii madrasah ihya ulumiddin putri,"['semuga', 'pondok', 'keluarga', 'pondok', 'lindung', 'allah', 'senantiasa', 'syafaat', 'dr', 'rosulullah', 'nabi', 'muhammad', 's', 'a', 'w', 'galeri', 'hasil', 'uji', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'putri']",8,Sosial,positif
695,Ponpes Salafiyah Parappe,allah moga anak mudah jawab soal beri hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Negatif,Fasilitas,Allah moga anak mudah jawab soal beri hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,"['allah', 'moga', 'anak', 'mudah', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin']",3,Kegiatan Pondok,positif
696,Ponpes Salafiyah Parappe,masya allah hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Positif,Fasilitas,Masya allah hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,"['masya', 'allah', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin']",3,Kegiatan Pondok,positif
697,Ponpes Salafiyah Parappe,allah mudah untk mnjawab soal uji anak aamiin hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Positif,Fasilitas,Allah mudah untk mnjawab soal uji anak aamiin hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,"['allah', 'mudah', 'untk', 'mnjawab', 'uji', 'anak', 'aamiin', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin']",3,Kegiatan Pondok,positif
698,Ponpes Salafiyah Parappe,masya allah hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Positif,Fasilitas,Masya allah hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,"['masya', 'allah', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin']",3,Kegiatan Pondok,positif
699,Ponpes Salafiyah Parappe,semangat anak ku hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,Negatif,Fasilitas,Semangat anak ku hari uji alih thobaqoh tahap ii madrasah ihya ulumiddin,"['semangat', 'anak', 'ku', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin']",3,Kegiatan Pondok,netral
700,Ponpes Salafiyah Parappe,tetap semangat nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Tetap semangat nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['semangat', 'nak', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
701,Ponpes Salafiyah Parappe,bismillah moga allah mudah lancar uji lisan hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Bismillah moga allah mudah lancar uji lisan hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['bismillah', 'moga', 'allah', 'mudah', 'lancar', 'uji', 'lisan', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
702,Ponpes Salafiyah Parappe,bismillah mudah anak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Bismillah mudah anak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['bismillah', 'mudah', 'anak', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
703,Ponpes Salafiyah Parappe,semangat q semua nak insya allah mudah lancar uji lisan nya hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Semangat q semua nak insya allah mudah lancar uji lisan nya hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['semangat', 'q', 'nak', 'insya', 'allah', 'mudah', 'lancar', 'uji', 'lisan', 'nya', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
704,Ponpes Salafiyah Parappe,bismillah moga mudah lancar smuanya nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Bismillah moga mudah lancar smuanya nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['bismillah', 'moga', 'mudah', 'lancar', 'smuanya', 'nak', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
705,Ponpes Salafiyah Parappe,bismillah allah mudah an anak jawab semua amin hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Negatif,Motivasi/Spiritual,Bismillah allah mudah an anak jawab semua amin hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['bismillah', 'allah', 'mudah', 'an', 'anak', 'amin', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
706,Ponpes Salafiyah Parappe,masya allah moga d mudah nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Masya allah moga d mudah nak hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['masya', 'allah', 'moga', 'd', 'mudah', 'nak', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
707,Ponpes Salafiyah Parappe,bismillahirrahmanirrahim allah mudah semua uji tobaqoh nya anak aaaaaamin allahumma aaaaaamin hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Bismillahirrahmanirrahim allah mudah semua uji tobaqoh nya anak aaaaaamin allahumma aaaaaamin hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['bismillahirrahmanirrahim', 'allah', 'mudah', 'uji', 'tobaqoh', 'nya', 'anak', 'aaaaaamin', 'allahumma', 'aaaaaamin', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
708,Ponpes Salafiyah Parappe,moga mudah lancar uji hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Positif,Motivasi/Spiritual,Moga mudah lancar uji hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['moga', 'mudah', 'lancar', 'uji', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
709,Ponpes Salafiyah Parappe,mama sini doa nak semua mudah hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,Negatif,Motivasi/Spiritual,Mama sini doa nak semua mudah hari laksana uji alih thobaqoh tahap ii uji lisan mulai thobaqoh tajwid fathul muin,"['mama', 'doa', 'nak', 'mudah', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'uji', 'lisan', 'thobaqoh', 'tajwid', 'fathul', 'muin']",3,Kegiatan Pondok,positif
710,Ponpes Salafiyah Parappe,assalamualaikum xd dar masuk ustadzah barangkali hasil uji anak kirim grup wa wali santriwati wali santriwati utama pribadi ustadzah penasaran hasil uji anak xd syukron ustadzah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Negatif,Fasilitas,Assalamualaikum xd dar masuk ustadzah barangkali hasil uji anak kirim grup wa wali santriwati wali santriwati utama pribadi ustadzah penasaran hasil uji anak xd syukron ustadzah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,"['assalamualaikum', 'xd', 'dar', 'masuk', 'ustadzah', 'barangkali', 'hasil', 'uji', 'anak', 'kirim', 'grup', 'wa', 'wali', 'santriwati', 'wali', 'santriwati', 'utama', 'pribadi', 'ustadzah', 'penasaran', 'hasil', 'uji', 'anak', 'xd', 'syukron', 'ustadzah', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'uji', 'tulis']",3,Kegiatan Pondok,positif
711,Ponpes Salafiyah Parappe,moga mudah semua uji tobaqoh nya anak sholehaku aaaaaamin uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Negatif,Fasilitas,Moga mudah semua uji tobaqoh nya anak sholehaku aaaaaamin uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,"['moga', 'mudah', 'uji', 'tobaqoh', 'nya', 'anak', 'sholehaku', 'aaaaaamin', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'uji', 'tulis']",3,Kegiatan Pondok,positif
712,Ponpes Salafiyah Parappe,maasyaallah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas,Maasyaallah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,"['maasyaallah', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'uji', 'tulis']",3,Kegiatan Pondok,positif
713,Ponpes Salafiyah Parappe, uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas,Uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,"['uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'uji', 'tulis']",3,Kegiatan Pondok,positif
714,Ponpes Salafiyah Parappe,masyaallah moga semuax mudah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas,Masyaallah moga semuax mudah uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,"['masyaallah', 'moga', 'semuax', 'mudah', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'uji', 'tulis']",3,Kegiatan Pondok,positif
715,Ponpes Salafiyah Parappe,masya allah anak shaliha ademm liat uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas,Masya allah anak shaliha ademm liat uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,"['masya', 'allah', 'anak', 'shaliha', 'ademm', 'liat', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'uji', 'tulis']",3,Kegiatan Pondok,positif
716,Ponpes Salafiyah Parappe,aaaaamin uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,Positif,Fasilitas,Aaaaamin uji alih thobaqoh tahap ii madrasah ihya ulumiddin uji tulis,"['aaaaamin', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii', 'madrasah', 'ihya', 'ulumiddin', 'uji', 'tulis']",3,Kegiatan Pondok,positif
717,Ponpes Salafiyah Parappe,allah mudah semua uji tobaqoh anak santri ppap utama dua putri sholehaku allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual,Allah mudah semua uji tobaqoh anak santri ppap utama dua putri sholehaku allah laksana uji alih thobaqoh tahap ii,"['allah', 'mudah', 'uji', 'tobaqoh', 'anak', 'santri', 'ppap', 'utama', 'putri', 'sholehaku', 'allah', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii']",3,Kegiatan Pondok,positif
718,Ponpes Salafiyah Parappe,moga semua santri lulus ujinx aamiin laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual,Moga semua santri lulus ujinx aamiin laksana uji alih thobaqoh tahap ii,"['moga', 'santri', 'lulus', 'ujinx', 'aamiin', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii']",3,Kegiatan Pondok,positif
719,Ponpes Salafiyah Parappe,allah moga semua santri n santriwati lolos tobaqo lanjut nya naik utama putri aamiin allah laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual,Allah moga semua santri n santriwati lolos tobaqo lanjut nya naik utama putri aamiin allah laksana uji alih thobaqoh tahap ii,"['allah', 'moga', 'santri', 'n', 'santriwati', 'lolos', 'tobaqo', 'nya', 'utama', 'putri', 'aamiin', 'allah', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii']",3,Kegiatan Pondok,positif
720,Ponpes Salafiyah Parappe,amiin laksana uji alih thobaqoh tahap ii,Positif,Motivasi/Spiritual,Amiin laksana uji alih thobaqoh tahap ii,"['amiin', 'laksana', 'uji', 'alih', 'thobaqoh', 'tahap', 'ii']",3,Kegiatan Pondok,positif
